store_ID,day_of_week,nb_customers_on_day,open,promotion,state_holiday,school_holiday,year,month,day_of_month,is_weekend,sales
213,7,0,0,0,0,0,2014,11,9,1,1802.4096007197559
1011,1,909,1,0,0,0,2013,9,30,0,7532.533778118167
256,1,1046,1,0,0,0,2014,8,25,0,8372.317806645651
197,3,703,1,0,0,0,2015,6,24,0,5336.327485918677
83,3,378,1,0,0,0,2013,10,2,0,3413.0843875847813
658,1,602,1,0,0,0,2013,6,24,0,5759.920853008748
939,1,738,1,1,0,1,2013,10,21,0,8352.364351692882
233,5,1060,1,1,0,0,2013,7,5,0,9926.225465906138
976,6,0,0,0,a,0,2014,11,1,1,230.91133640701173
896,3,1255,1,1,0,1,2013,3,27,0,9113.372183461508
949,5,558,1,1,0,0,2014,4,4,0,6208.635531658796
1055,1,1201,1,1,0,0,2014,1,6,0,10547.667538052145
1095,3,782,1,1,0,0,2014,7,16,0,6429.359895645795
897,1,387,1,1,0,0,2015,7,13,0,4996.318887165379
752,4,0,0,1,a,0,2014,5,1,0,1094.1253771632373
200,6,863,1,0,0,0,2015,2,21,1,6926.475654159229
868,2,624,1,1,0,0,2014,10,7,0,9421.73134000096
792,1,852,1,1,0,1,2015,6,29,0,9796.746916075974
677,1,621,1,0,0,0,2013,6,10,0,7246.4647119426945
400,4,1238,1,1,0,1,2015,7,30,0,10070.282960484936
66,4,491,1,0,0,0,2015,4,23,0,5020.5220470076
1056,1,348,1,1,0,0,2013,2,18,0,4429.645104429795
64,4,776,1,0,0,1,2013,4,4,0,8864.219455038678
918,5,571,1,1,0,1,2014,8,1,0,5970.266258397547
179,5,744,1,0,0,0,2013,7,12,0,5023.902254439465
254,2,182,1,0,0,0,2013,9,17,0,1497.792010595324
517,3,559,1,0,0,0,2015,4,22,0,4677.685974621765
490,4,1076,1,1,0,0,2013,7,4,0,8828.218784717803
697,5,0,0,1,a,0,2014,10,3,0,2005.896112069434
446,1,1107,1,1,0,0,2013,12,16,0,9978.634902270838
1056,7,0,0,0,0,0,2013,6,30,1,137.74379871780275
999,1,857,1,1,0,0,2014,7,14,0,11355.711073517383
282,1,852,1,1,0,0,2013,3,4,0,7149.193355461386
95,7,0,0,0,0,0,2014,10,26,1,23.49979542190431
870,7,0,0,0,0,0,2015,4,5,1,-800.0694489628613
375,1,1027,1,1,0,0,2013,7,1,0,11754.233548393522
986,1,1145,1,0,0,1,2014,12,22,0,9168.212334350615
874,3,459,1,0,0,0,2014,10,15,0,3657.543282971478
578,6,829,1,0,0,0,2013,10,5,1,8344.794204854088
780,1,753,1,0,0,0,2014,2,10,0,6170.425678555102
524,3,914,1,0,0,0,2013,5,8,0,7682.9306975272775
784,4,779,1,1,0,0,2015,2,5,0,7746.050505652902
29,6,612,1,0,0,0,2014,1,25,1,6528.78625567185
259,1,2014,1,0,0,0,2013,2,11,0,8671.797473307775
888,7,0,0,0,0,0,2014,4,13,1,857.0398192256152
455,2,454,1,1,0,1,2013,8,27,0,7445.121199790531
78,5,444,1,0,0,0,2015,6,26,0,2994.3799374897308
721,3,592,1,0,0,1,2013,7,24,0,5561.775503244899
344,2,1395,1,1,0,0,2013,6,4,0,11106.819163512919
543,4,268,1,1,0,0,2013,6,20,0,3301.556991108746
391,1,913,1,1,0,1,2013,7,29,0,8708.568004909403
980,6,480,1,0,0,0,2013,5,4,1,5729.906284159528
1111,6,229,1,0,0,0,2014,9,20,1,2874.9870538797027
314,1,671,1,1,0,0,2015,1,12,0,7032.665833934875
595,4,1943,1,0,0,1,2014,1,2,0,15506.974116930807
850,1,635,1,0,0,0,2013,11,25,0,5943.094122718289
192,3,554,1,1,0,1,2013,9,11,0,8342.379811647312
126,2,707,1,1,0,1,2013,7,30,0,8205.900704298889
528,5,995,1,1,0,1,2014,7,18,0,11196.81009779902
1044,7,0,0,0,0,0,2015,4,5,1,-1224.39531566208
789,5,486,1,0,0,0,2013,10,4,0,3043.352044392943
947,4,0,0,0,a,0,2015,5,14,0,-1906.4186556488812
831,7,0,0,0,0,0,2015,2,8,1,-679.1980042607129
340,3,676,1,1,0,0,2013,1,23,0,6416.007452919952
433,4,895,1,1,0,1,2014,4,17,0,8211.942426968282
995,2,927,1,1,0,0,2013,11,19,0,10606.790508295988
811,7,0,0,0,0,0,2014,1,5,1,-2051.292761340791
79,3,604,1,1,0,0,2015,6,17,0,6447.293221790883
600,3,464,1,0,0,1,2013,10,16,0,4870.967107605978
801,3,507,1,1,0,0,2014,11,26,0,5730.96744672227
848,5,866,1,1,0,0,2015,1,9,0,8126.938381057009
1087,2,520,1,0,0,0,2014,2,25,0,4752.811567873696
26,1,809,1,1,0,0,2014,11,3,0,9662.26733141163
569,2,640,1,0,0,0,2013,11,12,0,4144.4490013344885
630,6,255,1,0,0,0,2013,10,5,1,1968.3488629647172
645,3,1273,1,1,0,0,2015,4,15,0,10960.082171324202
468,6,879,1,0,0,0,2015,7,18,1,7775.982407887501
221,1,790,1,1,0,0,2014,12,1,0,8882.64513336166
156,6,311,1,0,0,0,2013,10,5,1,3095.7285057267163
746,1,351,1,0,0,0,2013,1,28,0,4034.9573436372316
900,1,619,1,0,0,1,2013,12,30,0,6424.449658527088
665,5,1174,1,0,0,0,2013,1,18,0,7121.788631395964
145,2,1306,1,1,0,0,2015,7,14,0,9950.188773681151
1036,4,450,1,1,0,0,2014,5,22,0,5103.006128379002
138,3,390,1,0,0,1,2014,12,24,0,4038.1783108010454
270,3,1030,1,0,0,0,2013,6,12,0,7342.5530337585205
578,4,606,1,0,0,0,2013,2,14,0,5739.302072919166
961,6,611,1,0,0,0,2013,2,23,1,5457.476014192243
511,1,769,1,0,0,0,2014,6,23,0,5480.4792950228375
1009,6,459,1,0,0,0,2013,9,21,1,4531.538003072835
317,7,0,0,0,0,0,2015,2,8,1,-73.19673778122069
903,4,753,1,1,0,0,2015,3,19,0,10910.561552588075
594,5,463,1,0,0,0,2013,3,1,0,3386.63586859154
942,5,543,1,1,0,0,2013,8,30,0,6863.420448222141
240,6,384,1,0,0,0,2013,6,22,1,3746.80185706046
363,6,878,1,0,0,0,2015,6,27,1,6832.947301758959
818,1,501,1,0,0,0,2013,2,11,0,4552.911221359878
409,6,598,1,0,0,0,2014,2,22,1,5703.494817895339
58,1,743,1,1,0,1,2014,3,3,0,9116.216500376837
850,3,684,1,1,0,0,2014,1,8,0,6775.7995358791995
951,3,749,1,1,0,0,2013,12,4,0,8310.937061976416
915,1,414,1,1,0,0,2015,2,2,0,6201.321829995533
361,5,603,1,0,0,0,2014,9,26,0,5394.886141235965
77,3,542,1,0,0,1,2013,7,10,0,5675.499477165281
512,1,1439,1,1,0,0,2015,1,26,0,7885.159991406384
1068,3,444,1,1,0,1,2015,4,1,0,6106.038485129578
835,3,614,1,1,0,1,2013,8,28,0,5529.221908294293
705,7,0,0,0,0,0,2013,6,2,1,-814.8762116581738
265,2,466,1,0,0,0,2014,11,18,0,4243.8415002082365
369,5,673,1,1,0,0,2013,6,7,0,7756.3114853411535
1082,6,826,1,0,0,0,2014,2,15,1,5400.096390324614
182,1,544,1,1,0,0,2014,9,15,0,7292.070822574339
480,7,0,0,0,0,0,2014,6,8,1,-812.6248231083691
717,1,777,1,1,0,0,2013,4,8,0,8138.936352582576
119,1,663,1,0,0,0,2013,1,28,0,5664.2502262426815
136,5,357,1,0,0,0,2015,2,27,0,4101.190414386064
862,6,870,1,0,0,0,2013,6,1,1,6472.162645136974
192,6,738,1,0,0,0,2013,5,4,1,9035.173362436977
251,2,2296,1,0,0,0,2014,5,13,0,17512.52592998035
974,5,1713,1,1,0,0,2015,7,31,0,13782.209272483573
538,3,535,1,0,0,1,2013,6,26,0,3176.723226679352
569,7,0,0,0,0,0,2015,5,24,1,-1237.0721192509473
523,3,1592,1,1,0,1,2015,2,4,0,14526.816741470899
692,1,1222,1,1,0,0,2013,9,9,0,11054.816963867775
537,7,0,0,0,0,0,2013,3,3,1,-389.70957042282225
751,5,525,1,0,0,0,2014,3,28,0,3329.0891619731347
1000,2,589,1,0,0,0,2014,2,11,0,5901.712823106423
633,3,509,1,1,0,0,2015,1,28,0,7068.410095348827
874,1,506,1,1,0,0,2013,11,18,0,5590.665197188605
797,4,359,1,0,0,0,2014,6,26,0,3004.123076768744
906,7,0,0,0,0,0,2014,12,21,1,-29.383413806611316
949,3,470,1,0,0,1,2014,4,23,0,4477.711069633108
250,1,844,1,1,0,1,2014,7,28,0,10771.151435372485
371,7,0,0,0,0,0,2015,1,11,1,1338.0984282344043
609,2,542,1,0,0,1,2013,4,2,0,4369.943970101415
620,3,598,1,0,0,0,2014,1,15,0,5878.474521083282
775,3,561,1,1,0,0,2013,2,20,0,7870.139473223604
280,3,500,1,1,0,0,2014,7,2,0,6359.081998091074
711,5,550,1,1,0,0,2013,2,22,0,7190.534382018179
799,5,869,1,0,0,0,2015,3,13,0,8860.807109000023
780,4,791,1,0,0,1,2014,2,27,0,6027.63851211188
885,5,709,1,0,0,0,2014,9,12,0,4960.201202833702
691,1,966,1,1,0,0,2013,12,16,0,11830.643091917798
708,7,0,0,0,0,0,2013,3,10,1,-265.3251099736035
260,1,925,1,0,0,1,2013,7,8,0,6803.242565937107
281,7,0,0,0,0,0,2014,12,21,1,654.669396862334
277,3,425,1,0,0,0,2015,6,24,0,4781.1857801906335
333,5,1419,1,1,0,0,2015,5,8,0,11730.606454684461
812,6,385,1,0,0,0,2014,7,5,1,2968.8662602409972
425,3,459,1,1,0,0,2014,6,4,0,4091.54593549738
969,1,401,1,0,0,0,2013,1,14,0,1749.8802687639873
558,6,327,1,0,0,0,2015,1,3,1,2078.1466955811666
368,7,0,0,0,0,0,2014,11,30,1,2740.427194103545
265,5,460,1,0,0,0,2014,3,14,0,3852.6699508247625
411,6,786,1,0,0,0,2013,2,2,1,8971.662663893552
543,5,186,1,0,0,0,2015,1,23,0,1539.2540757505717
92,7,0,0,0,0,0,2015,6,21,1,745.2968993037402
986,4,731,1,0,0,0,2013,11,14,0,4927.431822862737
563,5,592,1,0,0,1,2014,8,15,0,4281.432962503932
156,6,375,1,0,0,0,2013,4,27,1,3606.8705159559
205,2,1113,1,1,0,1,2013,2,5,0,9052.468963054655
1016,6,378,1,0,0,0,2014,8,9,1,4084.73056010828
884,4,574,1,1,0,0,2015,7,16,0,6435.38941099653
499,2,633,1,0,0,0,2014,10,14,0,4169.449531838708
85,7,1257,1,0,0,0,2014,4,20,1,9102.895963188173
831,2,1473,1,0,0,0,2014,1,28,0,11391.765957223484
930,7,0,0,0,0,0,2014,6,15,1,-2641.9779572636426
293,7,0,0,0,0,0,2014,7,13,1,-1025.5154938847363
463,2,835,1,0,0,0,2013,2,26,0,4716.931310525686
118,2,447,1,0,0,1,2013,12,24,0,5175.561747417527
561,2,0,0,0,a,1,2013,1,1,0,-210.31196500366332
355,5,941,1,0,0,1,2014,4,25,0,7426.155075265122
408,3,527,1,1,0,0,2015,7,15,0,5882.302284297387
245,1,1299,1,1,0,0,2013,11,18,0,12068.600797218187
588,4,0,0,0,a,0,2015,5,14,0,-576.2822803408444
341,4,780,1,1,0,0,2013,10,10,0,6321.630374579195
88,5,709,1,1,0,1,2013,5,17,0,7256.774160826256
245,6,952,1,0,0,0,2015,2,7,1,8189.595134020898
851,5,533,1,1,0,0,2013,11,8,0,6367.526916583399
700,1,514,1,0,0,0,2014,3,24,0,4264.680060698353
515,4,724,1,0,0,0,2015,2,12,0,7860.631134073043
299,4,946,1,1,0,1,2014,7,17,0,8961.124811405207
1034,7,0,0,0,0,0,2013,7,21,1,-320.2080140263379
929,3,737,1,0,0,0,2013,10,2,0,5446.597843174308
187,2,775,1,0,0,0,2015,3,24,0,5972.177422992942
768,5,1911,1,1,0,1,2014,5,2,0,17595.8648467289
727,1,511,1,0,0,0,2015,7,6,0,5061.704130546851
444,2,1677,1,1,0,0,2014,4,15,0,14624.375727331291
3,1,832,1,1,0,0,2013,11,4,0,8551.084067820191
321,5,0,0,0,a,1,2014,10,31,0,44.550023063963636
1004,6,448,1,0,0,0,2013,5,18,1,4652.376808726984
749,6,274,1,0,0,0,2014,2,8,1,1733.0444553662364
1067,7,0,0,0,0,0,2013,11,3,1,811.2242979853809
87,7,0,0,0,0,0,2015,7,19,1,-627.9742951542676
480,3,585,1,0,0,0,2014,3,26,0,4098.920137537234
233,1,1290,1,1,0,0,2014,6,2,0,12361.892412889527
945,4,703,1,1,0,0,2013,5,2,0,6188.05743730036
177,4,458,1,0,0,0,2013,6,27,0,3071.0819874538256
629,3,520,1,0,0,0,2014,3,26,0,5387.471618385056
128,2,671,1,1,0,0,2014,6,3,0,8366.829706892106
1008,6,584,1,0,0,0,2015,5,16,1,4375.627863677072
811,6,1125,1,0,0,0,2013,11,30,1,7964.370681301241
1028,6,402,1,0,0,0,2014,2,1,1,3247.696092621186
61,6,591,1,0,0,0,2015,6,20,1,4968.965145971741
579,1,0,0,0,b,1,2013,4,1,0,-458.37368907039763
1030,3,0,0,1,a,0,2013,5,1,0,703.341827258414
515,1,870,1,0,0,1,2014,12,29,0,9937.076180970334
246,3,1018,1,1,0,0,2013,9,11,0,8338.576049650312
980,5,517,1,0,0,1,2013,8,9,0,5796.199322059918
615,1,1666,1,1,0,0,2014,6,30,0,14180.629436618754
702,3,383,1,1,0,0,2013,10,23,0,5038.258506372836
1099,2,681,1,0,0,1,2013,10,15,0,4861.040887552879
1001,7,0,0,0,0,0,2013,9,22,1,-444.39963389938475
487,1,805,1,1,0,1,2015,7,27,0,9269.137389260004
621,2,918,1,1,0,1,2015,7,14,0,7928.284087583232
396,5,1080,1,1,0,0,2014,9,5,0,10671.45730001672
964,1,935,1,0,0,0,2015,2,23,0,6488.938400324987
313,6,488,1,0,0,0,2013,8,10,1,4813.255002439087
595,3,2304,1,1,0,0,2014,12,17,0,19632.770598539402
234,5,954,1,1,0,1,2013,8,2,0,10595.54683036903
487,1,1015,1,1,0,0,2014,12,15,0,10821.98837493091
94,1,876,1,1,0,0,2015,3,2,0,9912.364327513538
896,6,1041,1,0,0,0,2013,2,16,1,6628.791423038545
819,1,707,1,1,0,0,2013,1,7,0,8034.132456813729
565,2,702,1,0,0,0,2015,1,20,0,5492.219327705376
950,5,597,1,0,0,0,2015,2,13,0,5396.450919317958
515,6,858,1,0,0,0,2014,4,5,1,9406.097302415128
79,2,581,1,0,0,1,2015,5,26,0,5363.720261146064
747,4,677,1,0,0,0,2013,7,11,0,6700.073584590064
487,1,554,1,0,0,1,2014,10,13,0,5955.148558142559
128,1,542,1,0,0,0,2015,2,23,0,6645.335253017484
779,4,723,1,1,0,0,2013,6,6,0,7477.463693420202
141,5,535,1,0,0,0,2014,9,26,0,4394.510629189995
85,5,1124,1,1,0,0,2013,12,20,0,8638.514136189384
841,1,603,1,1,0,0,2014,6,2,0,5811.305871064799
980,1,515,1,0,0,1,2014,8,11,0,6444.208334141063
497,4,1175,1,1,0,0,2015,3,5,0,10064.064339657665
677,2,613,1,1,0,0,2014,5,20,0,8016.764903003692
748,4,467,1,1,0,0,2013,4,25,0,5590.075639996207
818,7,0,0,0,0,0,2014,6,22,1,94.54874561721681
557,4,723,1,0,0,0,2013,10,17,0,4347.064050833494
896,4,1065,1,1,0,0,2014,3,6,0,7520.591001919443
473,1,667,1,1,0,0,2015,6,1,0,6425.731382890069
827,5,1569,1,1,0,0,2015,2,20,0,12770.907747371297
166,3,893,1,0,0,1,2013,1,2,0,5912.053766110351
399,1,883,1,1,0,0,2014,3,31,0,9173.427960893701
905,3,941,1,0,0,0,2015,3,11,0,5762.634125782204
906,6,1090,1,0,0,0,2015,1,17,1,9365.323498776717
205,7,0,0,0,0,0,2014,6,29,1,-1238.7591462284863
834,7,0,0,0,0,0,2015,5,24,1,12.512658581083997
583,3,438,1,1,0,1,2015,7,29,0,5004.293923133411
942,4,396,1,0,0,0,2014,11,20,0,4550.1887406922115
346,6,473,1,0,0,0,2014,10,11,1,5330.978116765789
625,1,763,1,1,0,0,2014,9,29,0,8550.053312890273
611,4,435,1,0,0,0,2014,1,30,0,4324.624116479762
407,5,317,1,0,0,0,2013,3,1,0,2948.884616902512
911,5,954,1,0,0,0,2014,2,28,0,9262.349337531125
431,5,1079,1,1,0,0,2015,1,16,0,10493.942841088146
38,7,0,0,0,0,0,2014,3,30,1,671.4796538203418
709,2,1670,1,1,0,0,2013,12,17,0,13628.705303347007
794,2,533,1,1,0,0,2014,2,4,0,3980.5569568475285
1039,7,0,0,0,0,0,2013,11,24,1,-889.5031342655957
726,5,900,1,0,0,1,2014,4,25,0,8955.876383340825
16,7,0,0,0,0,0,2013,1,20,1,-381.9011140019238
149,7,0,0,0,0,0,2013,6,30,1,658.2515807002246
44,1,566,1,0,0,0,2015,1,19,0,4839.18826144848
85,2,920,1,1,0,0,2015,1,13,0,7099.813763395965
422,1,492,1,1,0,0,2013,6,3,0,5601.9549567144795
550,1,387,1,0,0,0,2014,1,13,0,4501.442278912854
851,3,379,1,0,0,0,2013,1,30,0,3648.2218823287403
213,2,689,1,0,0,1,2014,6,10,0,7727.6874226181835
324,6,442,1,0,0,0,2014,12,27,1,3492.0344058441456
751,1,802,1,1,0,0,2014,5,19,0,7326.236084921025
695,1,420,1,0,0,0,2013,2,25,0,4136.049683529716
173,3,990,1,0,0,0,2013,12,11,0,7547.823901222126
525,5,888,1,0,0,0,2014,2,28,0,9258.286686370433
153,2,614,1,0,0,1,2014,4,22,0,6243.842565619084
211,6,1024,1,0,0,0,2013,8,17,1,9072.72069063523
993,4,768,1,1,0,0,2014,4,3,0,7958.786470866598
525,5,810,1,1,0,0,2015,6,19,0,9955.302975708324
172,7,0,0,0,0,0,2013,3,17,1,-1021.5404877812207
404,2,488,1,0,0,1,2014,8,12,0,3853.8141527772596
892,5,1005,1,1,0,0,2013,3,8,0,9604.557115212068
654,2,695,1,0,0,0,2014,9,9,0,6125.51140546972
1022,3,823,1,1,0,0,2014,10,22,0,7981.78861663511
55,7,0,0,0,0,0,2015,4,5,1,-561.3376069218457
534,2,589,1,1,0,0,2014,3,18,0,7942.787805868758
627,4,620,1,0,0,0,2015,7,9,0,5442.650994939488
778,1,723,1,0,0,0,2014,5,26,0,5472.304546753675
1058,4,671,1,0,0,0,2014,12,11,0,6317.598474010559
260,6,839,1,0,0,0,2013,9,14,1,6010.808001145286
1032,4,1064,1,0,0,0,2013,1,17,0,8905.044861243812
132,4,0,0,1,a,1,2014,6,19,0,1205.7582120745838
42,6,962,1,0,0,0,2013,6,1,1,8683.97862683715
581,6,297,1,0,0,0,2013,1,12,1,2309.3722967692447
187,2,743,1,0,0,1,2013,10,15,0,5694.366758202687
911,7,0,0,0,0,0,2014,2,9,1,1209.252664074248
997,2,345,1,1,0,0,2013,6,18,0,4791.858817016719
485,4,317,1,0,0,1,2013,2,14,0,2924.6876976997073
355,6,894,1,0,0,0,2013,8,3,1,7313.727302409959
153,4,608,1,0,0,1,2014,1,2,0,5865.723525415059
544,6,1353,1,0,0,0,2013,4,6,1,10180.819953982089
1086,2,1039,1,1,0,0,2014,7,1,0,9875.706258137807
971,7,0,0,0,0,0,2013,4,14,1,-744.9098267704785
335,1,2506,1,0,0,0,2015,2,23,0,14059.939839207382
276,5,596,1,1,0,0,2014,3,21,0,5317.046766879028
530,2,472,1,0,0,0,2014,3,11,0,1761.5939915943218
366,5,700,1,1,0,0,2013,5,3,0,7285.628218802664
256,7,0,0,0,0,0,2013,12,22,1,-932.3843751103223
1105,1,537,1,0,0,1,2015,7,6,0,4991.863268481331
699,4,957,1,0,0,1,2013,8,8,0,7528.918494308564
978,5,1007,1,1,0,0,2014,5,23,0,8201.366561201032
857,1,781,1,0,0,0,2014,5,26,0,6317.902052631878
307,7,0,0,0,0,0,2013,12,8,1,-236.34290172165038
436,1,591,1,0,0,0,2014,10,13,0,5373.521575834717
767,3,580,1,1,0,0,2015,6,17,0,6316.811598809461
641,7,0,0,0,0,0,2014,11,2,1,612.3739104121387
26,4,646,1,1,0,0,2015,3,19,0,7666.777849491759
664,6,379,1,0,0,0,2013,1,26,1,2666.5500016066944
191,4,689,1,1,0,0,2014,2,6,0,6878.407906398091
865,1,717,1,1,0,0,2013,5,27,0,8822.094938184197
109,6,694,1,0,0,0,2014,1,4,1,5793.824354681383
444,6,2201,1,0,0,0,2013,11,30,1,17914.640313867636
368,4,805,1,1,0,0,2013,5,2,0,10185.46420975275
71,4,738,1,1,0,0,2013,11,21,0,9059.43935436317
47,4,799,1,0,0,0,2015,5,28,0,5772.468514934148
521,3,293,1,0,0,0,2013,3,13,0,2876.723254178407
903,1,883,1,1,0,1,2013,5,27,0,12472.01108147819
918,5,505,1,0,0,1,2014,7,25,0,4318.725869665081
1031,7,0,0,0,0,0,2013,8,18,1,514.5934233515918
826,1,805,1,0,0,0,2014,11,17,0,8844.851873593996
965,5,892,1,1,0,0,2014,5,23,0,8784.684039300853
298,4,567,1,0,0,0,2015,4,23,0,6436.929480001254
1071,2,708,1,0,0,0,2014,11,18,0,5588.429666629519
165,1,765,1,0,0,1,2013,12,23,0,7083.198460072465
245,2,1032,1,1,0,0,2013,5,14,0,9392.372963407011
128,4,537,1,0,0,0,2013,11,28,0,5963.6225727663805
641,1,0,0,0,b,1,2013,4,1,0,32.6101813166797
730,6,751,1,0,0,0,2015,6,13,1,6249.474395825919
339,3,823,1,1,0,0,2015,6,3,0,7125.453762032296
99,2,276,1,0,0,0,2013,1,29,0,2486.8823904871792
195,2,1367,1,1,0,0,2014,5,20,0,11863.87194980547
889,7,0,0,0,0,0,2015,3,29,1,-118.126257434541
165,4,412,1,1,0,0,2015,5,21,0,4511.665229165858
15,5,732,1,1,0,0,2013,5,3,0,7478.734941667737
408,6,512,1,0,0,0,2013,1,26,1,4689.265015961507
145,4,1005,1,0,0,0,2014,5,15,0,6081.588839903458
185,7,0,0,0,0,0,2015,1,11,1,1597.985818371123
876,7,0,0,0,0,0,2013,2,10,1,-83.69299937790038
278,6,537,1,0,0,0,2015,6,20,1,4965.627498971062
371,2,582,1,1,0,0,2014,7,15,0,7507.059769326413
945,4,534,1,1,0,1,2013,7,4,0,4909.013983435962
380,7,0,0,0,0,0,2014,6,22,1,2084.883218273467
633,5,0,0,0,a,0,2013,11,1,0,1074.7730239480197
165,3,342,1,0,0,0,2013,9,18,0,2643.2549090429616
220,1,620,1,0,0,0,2014,8,25,0,4857.246001763027
993,7,0,0,0,0,0,2013,10,20,1,505.2302336543262
845,2,347,1,1,0,1,2014,1,7,0,5024.395497303665
24,6,588,1,0,0,0,2014,3,8,1,6718.338280405494
981,6,559,1,0,0,0,2014,9,27,1,5547.799539232246
783,6,673,1,0,0,0,2014,10,4,1,6630.267620375715
554,3,764,1,1,0,1,2015,7,29,0,7284.281637365386
161,2,855,1,0,0,0,2013,12,10,0,7068.186439605356
960,7,0,0,0,0,0,2014,3,16,1,1055.2338957637012
558,1,0,0,0,b,0,2014,4,21,0,-1361.5112443119824
230,6,953,1,0,0,0,2014,8,23,1,7683.776307694228
640,7,0,0,0,0,0,2014,11,9,1,3112.954507335967
194,6,426,1,0,0,0,2015,3,21,1,4698.238154745174
921,2,1459,1,1,0,0,2013,1,8,0,12663.18058207523
854,5,642,1,1,0,0,2014,7,18,0,6711.270649856178
175,4,516,1,0,0,0,2015,3,26,0,3761.7018291901627
306,2,510,1,1,0,0,2013,1,22,0,5132.178293911508
810,2,415,1,0,0,0,2014,12,9,0,4683.933615979304
81,4,545,1,1,0,0,2014,1,9,0,6793.1844042778675
994,1,512,1,0,0,0,2015,3,23,0,5096.252091290334
1076,7,0,0,0,0,0,2013,6,30,1,-1407.1542725712598
99,1,599,1,1,0,0,2015,3,2,0,7254.964838814418
560,2,1665,1,1,0,0,2014,5,6,0,14326.133689514876
224,1,698,1,1,0,1,2015,1,5,0,9237.553954945
490,4,1075,1,1,0,1,2014,3,6,0,8968.868716291647
1048,3,499,1,1,0,0,2013,11,6,0,6726.876567951109
494,5,1129,1,1,0,0,2014,1,24,0,8375.34113262007
56,1,0,0,0,b,1,2013,4,1,0,1553.852038726157
54,3,768,1,1,0,1,2013,8,14,0,8497.479410744108
113,4,645,1,0,0,0,2014,2,13,0,5857.389647751097
720,7,0,0,0,0,0,2014,11,30,1,542.8507017939746
19,4,663,1,1,0,0,2014,11,13,0,7228.88896213307
171,4,887,1,1,0,0,2015,1,29,0,8923.642409471044
134,1,566,1,0,0,0,2013,5,6,0,5096.515354334451
258,7,0,0,0,0,0,2013,7,7,1,621.5497069209277
1037,2,928,1,1,0,1,2014,7,15,0,8207.008088594408
306,1,520,1,0,0,0,2015,5,11,0,4891.264219135979
113,5,689,1,0,0,0,2014,4,11,0,6364.247071728024
367,1,752,1,1,0,0,2013,9,9,0,7942.755691741401
122,4,520,1,0,0,0,2014,1,30,0,3392.5155285308156
984,5,0,0,1,b,1,2014,4,18,0,-387.0117808729947
707,3,920,1,1,0,0,2013,11,20,0,8832.092739240348
77,4,528,1,0,0,0,2013,4,18,0,5299.247329134108
968,2,1027,1,1,0,1,2013,2,5,0,8920.212667813574
326,7,0,0,0,0,0,2014,6,22,1,755.0885252803027
430,1,712,1,0,0,1,2013,8,5,0,8235.827158378985
525,1,1050,1,1,0,1,2013,2,4,0,12085.873260256676
296,3,691,1,0,0,0,2015,6,24,0,5962.229591703282
856,1,1056,1,1,0,1,2014,7,28,0,9340.247502773273
104,2,1298,1,1,0,0,2014,1,7,0,10598.316001495497
60,2,914,1,1,0,0,2015,5,19,0,10135.848439660418
514,7,0,0,0,0,0,2013,3,31,1,-130.70049144333007
948,3,1670,1,0,0,0,2014,2,26,0,6006.045619523423
826,5,682,1,0,0,1,2014,10,17,0,7387.112525979286
273,3,910,1,1,0,0,2014,8,20,0,9185.383223636996
211,3,1282,1,0,0,0,2014,6,11,0,10716.550572353917
351,4,495,1,1,0,0,2014,5,22,0,6029.258705114795
631,4,742,1,1,0,0,2015,7,2,0,6906.335303138989
682,7,1198,1,0,0,0,2013,2,17,1,6539.776460517243
268,5,469,1,0,0,0,2013,2,15,0,2966.567753723505
533,1,892,1,0,0,0,2013,3,11,0,8922.434574431354
651,1,1143,1,1,0,0,2013,6,3,0,10125.413506175271
34,5,828,1,0,0,0,2015,6,26,0,6372.1518207361105
723,3,506,1,0,0,0,2015,3,25,0,5658.709983880271
845,1,340,1,0,0,1,2013,8,5,0,4297.730156161674
993,4,751,1,0,0,0,2013,9,19,0,6743.274672343787
700,2,689,1,1,0,1,2013,8,13,0,6539.099085792813
595,3,1782,1,1,0,0,2013,9,11,0,15457.751900774369
55,3,505,1,1,0,0,2013,8,28,0,4666.125453958446
713,2,1536,1,1,0,0,2013,6,4,0,12951.657643229564
455,6,465,1,0,0,0,2013,8,10,1,6643.951500521793
445,2,1327,1,1,0,0,2013,5,14,0,9319.032704047533
741,5,836,1,1,0,0,2013,4,12,0,7302.478201779537
777,2,399,1,1,0,0,2015,6,30,0,5125.167392803505
36,7,0,0,0,0,0,2014,6,15,1,-296.82158519333007
1107,1,883,1,1,0,0,2015,7,13,0,9162.337552568506
749,6,290,1,0,0,0,2014,9,20,1,2113.0938976115917
979,6,543,1,0,0,0,2014,4,5,1,5164.050315299015
53,3,533,1,0,0,0,2014,2,12,0,4269.738482316355
760,7,0,0,0,0,0,2013,5,12,1,-2876.7479005009473
278,7,0,0,0,0,0,2013,8,18,1,-270.59416820114257
962,4,684,1,0,0,0,2013,9,5,0,4316.455923208301
116,3,752,1,1,0,0,2014,2,19,0,7544.446213696891
365,7,0,0,0,0,0,2015,2,8,1,-69.36522533004882
72,1,507,1,0,0,0,2014,4,7,0,4611.551596321346
710,2,447,1,1,0,0,2015,7,28,0,5924.222343072968
464,5,0,0,1,b,1,2013,3,29,0,-535.2166806608975
78,7,0,0,0,0,0,2015,2,15,1,-844.4830994755566
